guid,headerGuid,itemGuid,locationGuid,purchaseOrderNumber,inventoryGuid,status,createdDate,tranDate,plannedDate,actualReceiptDate,linePosition,qtyOrdered,qtyOpen,qtyReceived,amount,itemRate,isDropShip,isIntercompany,SubsidiaryID
9.1049523.16,9.1049523,9.9405,9.1,PO-E-2021-0399,9.1.9.9405,Fully Billed,2021-11-23,2022-01-14,2022-02-11,2022-02-09,16,12.00,0.00,12.00,11213.5680,2803.3920000,NULL,0,J
9.1049523.18,9.1049523,9.2137,9.1,PO-E-2021-0399,9.1.9.2137,Fully Billed,2021-11-23,2022-01-14,2022-04-14,2022-04-28,18,60.00,0.00,60.00,15021.7600,751.0880000,NULL,0,J
9.1049523.28,9.1049523,9.4813,9.1,PO-E-2021-0399,9.1.9.4813,Fully Billed,2021-11-23,2022-01-14,2022-03-11,2022-03-10,28,6.00,0.00,6.00,7762.0800,3881.0400000,NULL,0,J
9.1049523.26,9.1049523,9.1864,9.1,PO-E-2021-0399,9.1.9.1864,Fully Billed,2021-11-23,2022-01-14,2022-01-27,2022-01-27,26,9.00,0.00,9.00,17157.3054,5719.1018000,NULL,0,J
9.996352.17,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-03-18,2022-03-18,17,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.1049523.31,9.1049523,9.1899,9.1,PO-E-2021-0399,9.1.9.1899,Fully Billed,2021-11-23,2022-01-14,2022-01-27,2022-02-09,31,54.00,0.00,54.00,42703.1208,2372.3956000,NULL,0,J
9.996352.18,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-03-21,2022-03-21,18,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.1049523.23,9.1049523,9.1885,9.1,PO-E-2021-0399,9.1.9.1885,Fully Billed,2021-11-23,2022-01-14,2022-01-27,2022-01-27,23,9.00,0.00,9.00,18500.5032,6166.8344000,NULL,0,J
9.996352.72,9.996352,9.6626,9.1,PO-E-2021-0385,9.1.9.6626,Fully Billed,2021-11-10,2022-01-14,2022-03-10,2022-03-10,72,1980.00,0.00,1980.00,254874.1140,386.1572000,NULL,0,J
9.1049523.69,9.1049523,9.10837,9.1,PO-E-2021-0399,9.1.9.10837,Fully Billed,2021-11-23,2022-01-14,2022-03-17,2022-03-17,69,3.00,0.00,3.00,3202.8000,3202.8000000,NULL,0,J
9.996352.15,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-03-01,2022-03-01,15,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.1049523.1,9.1049523,9.1900,9.1,PO-E-2021-0399,9.1.9.1900,Fully Billed,2021-11-23,2022-01-14,2022-01-27,2022-01-27,1,54.00,0.00,54.00,38186.0424,2121.4468000,NULL,0,J
9.996352.21,9.996352,9.11833,9.1,PO-E-2021-0385,9.1.9.11833,Fully Billed,2021-11-10,2022-01-14,2022-04-12,2022-04-11,21,1860.00,0.00,1860.00,292253.6160,471.3768000,NULL,0,J
9.1049523.86,9.1049523,9.1885,9.1,PO-E-2021-0399,9.1.9.1885,Fully Billed,2021-11-23,2022-01-14,2022-06-23,2022-06-23,86,15.00,0.00,15.00,30834.1720,6166.8344000,NULL,0,J
9.996352.20,9.996352,9.11833,9.1,PO-E-2021-0385,9.1.9.11833,Fully Billed,2021-11-10,2022-01-14,2022-04-11,2022-04-11,20,1860.00,0.00,1860.00,292253.6160,471.3768000,NULL,0,J
9.1049523.10,9.1049523,9.5353,9.1,PO-E-2021-0399,9.1.9.5353,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,10,12.00,0.00,12.00,24062.4480,6015.6120000,NULL,0,J
9.996352.8,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-02-25,2022-02-28,8,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.1049523.6,9.1049523,9.1864,9.1,PO-E-2021-0399,9.1.9.1864,Fully Billed,2021-11-23,2022-01-14,2022-03-02,2022-03-11,6,9.00,0.00,9.00,17157.3054,5719.1018000,NULL,0,J
9.996352.5,9.996352,9.7018,9.1,PO-E-2021-0385,9.1.9.7018,Fully Billed,2021-11-10,2022-01-14,2022-03-07,2022-03-07,5,2340.00,0.00,2340.00,251012.3850,321.8186000,NULL,0,J
9.1049523.60,9.1049523,9.1864,9.1,PO-E-2021-0399,9.1.9.1864,Fully Billed,2021-11-23,2022-01-14,2022-04-25,2022-04-22,60,15.00,0.00,15.00,28595.5090,5719.1018000,NULL,0,J
9.996352.22,9.996352,9.11833,9.1,PO-E-2021-0385,9.1.9.11833,Fully Billed,2021-11-10,2022-01-14,2022-04-07,2022-04-07,22,1860.00,0.00,1860.00,292253.6160,471.3768000,NULL,0,J
9.1049523.27,9.1049523,9.1864,9.1,PO-E-2021-0399,9.1.9.1864,Fully Billed,2021-11-23,2022-01-14,2022-02-10,2022-02-09,27,9.00,0.00,9.00,17157.3054,5719.1018000,NULL,0,J
9.996352.12,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-03-11,2022-03-15,12,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.1049523.32,9.1049523,9.6588,9.1,PO-E-2021-0399,9.1.9.6588,Fully Billed,2021-11-23,2022-01-14,2022-01-24,2022-01-27,32,6.00,0.00,6.00,33912.0000,16956.0000000,NULL,0,J
9.996352.16,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-03-17,2022-03-17,16,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.1049523.13,9.1049523,9.2112,9.1,PO-E-2021-0399,9.1.9.2112,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,13,90.00,0.00,90.00,7536.0000,251.2000000,NULL,0,J
9.996352.11,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-04-04,2022-04-05,11,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.1049523.15,9.1049523,9.4761,9.1,PO-E-2021-0399,9.1.9.4761,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,15,12.00,0.00,12.00,1168.0800,292.0200000,NULL,0,J
9.996352.9,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-03-01,2022-02-28,9,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.959752.17,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-17,17,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.996352.19,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-03-22,2022-03-22,19,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.959752.10,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-20,2022-01-19,10,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.996352.2,9.996352,9.7018,9.1,PO-E-2021-0385,9.1.9.7018,Fully Billed,2021-11-10,2022-01-14,2022-03-07,2022-03-08,2,2340.00,0.00,2340.00,251012.3850,321.8186000,NULL,0,J
9.1049523.62,9.1049523,9.2137,9.1,PO-E-2021-0399,9.1.9.2137,Fully Billed,2021-11-23,2022-01-14,2022-03-04,2022-03-10,62,30.00,0.00,30.00,7510.8800,751.0880000,NULL,0,J
9.1049523.24,9.1049523,9.1885,9.1,PO-E-2021-0399,9.1.9.1885,Fully Billed,2021-11-23,2022-01-14,2022-02-10,2022-02-09,24,9.00,0.00,9.00,18500.5032,6166.8344000,NULL,0,J
9.1049523.46,9.1049523,9.5378,9.1,PO-E-2021-0399,9.1.9.5378,Fully Billed,2021-11-23,2022-01-14,2022-03-02,2022-03-11,46,36.00,0.00,36.00,82338.3360,6861.5280000,NULL,0,J
9.1049523.61,9.1049523,9.2137,9.1,PO-E-2021-0399,9.1.9.2137,Fully Billed,2021-11-23,2022-01-14,2022-02-25,2022-02-28,61,30.00,0.00,30.00,7510.8800,751.0880000,NULL,0,J
9.1049523.14,9.1049523,9.2140,9.1,PO-E-2021-0399,9.1.9.2140,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,14,90.00,0.00,90.00,3160.4100,105.3470000,NULL,0,J
9.1049523.50,9.1049523,9.1885,9.1,PO-E-2021-0399,9.1.9.1885,Fully Billed,2021-11-23,2022-01-14,2022-04-19,2022-04-19,50,6.00,0.00,6.00,12333.6688,6166.8344000,NULL,0,J
9.1049523.12,9.1049523,9.1961,9.1,PO-E-2021-0399,9.1.9.1961,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,12,90.00,0.00,90.00,3391.2000,113.0400000,NULL,0,J
9.1049523.48,9.1049523,9.5891,9.1,PO-E-2021-0399,9.1.9.5891,Fully Billed,2021-11-23,2022-01-14,2022-03-02,2022-03-11,48,3.00,0.00,3.00,8732.3400,8732.3400000,NULL,0,J
9.1049523.25,9.1049523,9.1864,9.1,PO-E-2021-0399,9.1.9.1864,Fully Billed,2021-11-23,2022-01-14,2022-05-06,2022-04-28,25,12.00,0.00,12.00,22876.4072,5719.1018000,NULL,0,J
9.1049523.11,9.1049523,9.9851,9.1,PO-E-2021-0399,9.1.9.9851,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,11,90.00,0.00,90.00,48993.4200,1633.1140000,NULL,0,J
9.1049523.30,9.1049523,9.1900,9.1,PO-E-2021-0399,9.1.9.1900,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,30,54.00,0.00,54.00,38186.0424,2121.4468000,NULL,0,J
9.1049523.9,9.1049523,9.11268,9.1,PO-E-2021-0399,9.1.9.11268,Fully Billed,2021-11-23,2022-01-14,2022-01-14,2022-01-14,9,90.00,0.00,90.00,334677.5280,11155.9176000,NULL,0,J
9.1049523.22,9.1049523,9.1885,9.1,PO-E-2021-0399,9.1.9.1885,Fully Billed,2021-11-23,2022-01-14,2022-07-15,2022-07-15,22,6.00,0.00,6.00,12333.6688,6166.8344000,NULL,0,J
9.1049523.7,9.1049523,9.4813,9.1,PO-E-2021-0399,9.1.9.4813,Fully Billed,2021-11-23,2022-01-14,2022-02-17,2022-02-14,7,9.00,0.00,9.00,11643.1200,3881.0400000,NULL,0,J
9.996352.1,9.996352,9.7018,9.1,PO-E-2021-0385,9.1.9.7018,Fully Billed,2021-11-10,2022-01-14,2022-03-15,2022-03-15,1,2340.00,0.00,2340.00,251012.3850,321.8186000,NULL,0,J
9.996352.4,9.996352,9.7018,9.1,PO-E-2021-0385,9.1.9.7018,Fully Billed,2021-11-10,2022-01-14,2022-03-07,2022-03-07,4,2340.00,0.00,2340.00,251012.3850,321.8186000,NULL,0,J
9.996352.3,9.996352,9.7018,9.1,PO-E-2021-0385,9.1.9.7018,Fully Billed,2021-11-10,2022-01-14,2022-03-04,2022-03-04,3,2340.00,0.00,2340.00,251012.3850,321.8186000,NULL,0,J
9.996352.14,9.996352,9.11484,9.1,PO-E-2021-0385,9.1.9.11484,Fully Billed,2021-11-10,2022-01-14,2022-02-28,2022-03-01,14,1860.00,0.00,1860.00,296232.8752,477.7824000,NULL,0,J
9.996352.10,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-02-28,2022-02-28,10,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.996352.13,9.996352,9.11518,9.1,PO-E-2021-0385,9.1.9.11518,Fully Billed,2021-11-10,2022-01-14,2022-04-08,2022-04-08,13,1980.00,0.00,1980.00,257706.0486,390.4590000,NULL,0,J
9.959752.15,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-19,2022-01-18,15,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.5,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-18,5,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.8,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-18,8,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.7,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-17,7,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.1,9.959752,9.12402,9.1,PO-E-2021-0371,9.1.9.12402,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-18,1,2418.00,0.00,2418.00,329009.2000,408.2000000,NULL,0,J
9.959752.4,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-17,2022-01-18,4,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.16,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-19,2022-01-18,16,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.11,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-20,2022-01-19,11,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.14,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-19,2022-01-18,14,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.13,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-19,2022-01-18,13,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.2,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-17,2022-01-11,2,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.3,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-18,3,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.6,9.959752,9.12150,9.1,PO-E-2021-0371,9.1.9.12150,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-18,6,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.959752.9,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-20,2022-01-19,9,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959752.12,9.959752,9.11974,9.1,PO-E-2021-0371,9.1.9.11974,Fully Billed,2021-11-02,2022-01-14,2022-01-18,2022-01-17,12,2046.00,0.00,2046.00,308373.1200,452.1600000,NULL,0,J
9.959721.5,9.959721,9.5444,9.1,PO-E-2021-0370,9.1.9.5444,Fully Billed,2021-11-02,2022-01-19,2022-03-22,2022-03-22,5,720.00,0.00,720.00,30445.4400,126.8560000,NULL,0,J
9.959721.9,9.959721,9.5471,9.1,PO-E-2021-0370,9.1.9.5471,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,9,900.00,0.00,900.00,8393.2200,27.9774000,NULL,0,J
9.959721.38,9.959721,9.5444,9.1,PO-E-2021-0370,9.1.9.5444,Fully Billed,2021-11-02,2022-01-19,2022-02-21,2022-02-21,38,900.00,0.00,900.00,38056.8000,126.8560000,NULL,0,J
9.959721.2,9.959721,9.7137,9.1,PO-E-2021-0370,9.1.9.7137,Fully Billed,2021-11-02,2022-01-19,2022-02-11,2022-03-15,2,4536.00,0.00,4536.00,545983.2000,361.1000000,NULL,0,J
9.959721.6,9.959721,9.5505,9.1,PO-E-2021-0370,9.1.9.5505,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,6,450.00,0.00,450.00,3513.1890,23.4244000,NULL,0,J
9.959721.11,9.959721,9.8792,9.1,PO-E-2021-0370,9.1.9.8792,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,11,9360.00,0.00,9360.00,105021.6960,33.6608000,NULL,0,J
9.959721.3,9.959721,9.5073,9.1,PO-E-2021-0370,9.1.9.5073,Fully Billed,2021-11-02,2022-01-19,2021-12-30,2021-12-30,3,2268.00,0.00,2268.00,541235.5200,715.9200000,NULL,0,J
9.959721.8,9.959721,9.5472,9.1,PO-E-2021-0370,9.1.9.5472,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,8,300.00,0.00,300.00,3253.0400,32.5304000,NULL,0,J
9.959721.22,9.959721,9.7137,9.1,PO-E-2021-0370,9.1.9.7137,Fully Billed,2021-11-02,2022-01-19,2021-12-30,2021-12-30,22,2268.00,0.00,2268.00,272991.6000,361.1000000,NULL,0,J
9.959721.13,9.959721,9.5524,9.1,PO-E-2021-0370,9.1.9.5524,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,13,480.00,0.00,480.00,9992.7360,62.4546000,NULL,0,J
9.959721.12,9.959721,9.8787,9.1,PO-E-2021-0370,9.1.9.8787,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,12,9360.00,0.00,9360.00,151752.4320,48.6386000,NULL,0,J
9.959721.4,9.959721,9.5466,9.1,PO-E-2021-0370,9.1.9.5466,Fully Billed,2021-11-02,2022-01-19,2022-02-04,2022-01-31,4,120.00,0.00,120.00,12881.5360,322.0384000,NULL,0,J
9.959721.7,9.959721,9.5476,9.1,PO-E-2021-0370,9.1.9.5476,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,7,900.00,0.00,900.00,7026.3780,23.4244000,NULL,0,J
9.959721.10,9.959721,9.8793,9.1,PO-E-2021-0370,9.1.9.8793,Fully Billed,2021-11-02,2022-01-19,2021-12-27,2022-01-03,10,2400.00,0.00,2400.00,38006.5600,47.5082000,NULL,0,J
9.959721.1,9.959721,9.5451,9.1,PO-E-2021-0370,9.1.9.5451,Fully Billed,2021-11-02,2022-01-19,2022-02-11,2022-02-08,1,4536.00,0.00,4536.00,420644.4480,278.2040000,NULL,0,J
9.959721.21,9.959721,9.6794,9.1,PO-E-2021-0370,9.1.9.6794,Fully Billed,2021-11-02,2022-01-19,2021-12-30,2021-12-30,21,6804.00,0.00,6804.00,630966.6720,278.2040000,NULL,0,J
9.959721.16,9.959721,9.5451,9.1,PO-E-2021-0370,9.1.9.5451,Fully Billed,2021-11-02,2022-01-19,2021-11-29,2021-12-02,16,2268.00,0.00,2268.00,210322.2240,278.2040000,NULL,0,J
9.1173950.1,9.1173950,9.12620,9.1,PO-E-2021-0439,9.1.9.12620,Fully Billed,2021-12-30,2022-01-21,2022-01-31,2022-01-31,1,198.00,0.00,198.00,40163.1120,608.5320000,NULL,1,J
9.920746.12,9.920746,9.11354,9.1,PO-E-2021-0350,9.1.9.11354,Fully Billed,2021-10-22,2022-01-22,2022-03-03,2022-03-08,12,1980.00,0.00,1980.00,256459.5000,388.5750000,NULL,0,J
9.920746.4,9.920746,9.11499,9.1,PO-E-2021-0350,9.1.9.11499,Fully Billed,2021-10-22,2022-01-22,2022-02-25,2022-02-23,4,2808.00,0.00,2808.00,318591.9360,340.3760000,NULL,0,J
9.920746.10,9.920746,9.11487,9.1,PO-E-2021-0350,9.1.9.11487,Fully Billed,2021-10-22,2022-01-22,2022-02-25,2022-02-28,10,1860.00,0.00,1860.00,283843.4400,457.8120000,NULL,0,J
9.920746.1,9.920746,9.12130,9.1,PO-E-2021-0350,9.1.9.12130,Fully Billed,2021-10-22,2022-01-22,2022-03-31,2022-03-31,1,2046.00,0.00,2046.00,231065.6920,338.8060000,NULL,0,J
9.920746.22,9.920746,9.11434,9.1,PO-E-2021-0350,9.1.9.11434,Fully Billed,2021-10-22,2022-01-22,2021-12-16,2021-12-17,22,2046.00,0.00,2046.00,264001.6544,387.0992000,NULL,0,J
9.920746.20,9.920746,9.11434,9.1,PO-E-2021-0350,9.1.9.11434,Fully Billed,2021-10-22,2022-01-22,2021-12-16,2021-12-17,20,2046.00,0.00,2046.00,264001.6544,387.0992000,NULL,0,J
9.920746.19,9.920746,9.11434,9.1,PO-E-2021-0350,9.1.9.11434,Fully Billed,2021-10-22,2022-01-22,2021-12-13,2021-12-13,19,2046.00,0.00,2046.00,264001.6544,387.0992000,NULL,0,J
9.920746.3,9.920746,9.10868,9.1,PO-E-2021-0350,9.1.9.10868,Fully Billed,2021-10-22,2022-01-22,2022-02-11,2022-02-15,3,2418.00,0.00,2418.00,257740.7456,319.7776000,NULL,0,J
9.920746.21,9.920746,9.11434,9.1,PO-E-2021-0350,9.1.9.11434,Fully Billed,2021-10-22,2022-01-22,2021-12-16,2021-12-17,21,2046.00,0.00,2046.00,264001.6544,387.0992000,NULL,0,J
9.920746.2,9.920746,9.10868,9.1,PO-E-2021-0350,9.1.9.10868,Fully Billed,2021-10-22,2022-01-22,2022-02-11,2022-02-14,2,2418.00,0.00,2418.00,257740.7456,319.7776000,NULL,0,J
9.920746.11,9.920746,9.11487,9.1,PO-E-2021-0350,9.1.9.11487,Fully Billed,2021-10-22,2022-01-22,2022-02-11,2022-02-14,11,1860.00,0.00,1860.00,283843.4400,457.8120000,NULL,0,J
9.920746.9,9.920746,9.11487,9.1,PO-E-2021-0350,9.1.9.11487,Fully Billed,2021-10-22,2022-01-22,2022-02-25,2022-02-28,9,1860.00,0.00,1860.00,283843.4400,457.8120000,NULL,0,J
9.1056683.1,9.1056683,9.11348,9.1,PO-E-2021-0406,9.1.9.11348,Fully Billed,2021-11-24,2022-01-24,2022-02-01,2022-01-31,1,30.00,0.00,30.00,121706.4000,12170.6400000,NULL,1,J
9.973719.1,9.973719,9.11860,9.1,PO-E-2021-0380,9.1.9.11860,Fully Billed,2021-11-05,2022-01-24,2022-01-25,2022-01-26,1,2772.00,0.00,2772.00,332785.9920,360.1580000,NULL,0,J
9.973719.2,9.973719,9.11860,9.1,PO-E-2021-0380,9.1.9.11860,Fully Billed,2021-11-05,2022-01-24,2022-02-14,2022-02-14,2,2772.00,0.00,2772.00,332785.9920,360.1580000,NULL,0,J
9.1264002.1,9.1264002,9.1911,9.1,PO-E-2022-0471,9.1.9.1911,Closed,2022-01-25,2022-01-25,2022-01-25,2023-05-10,1,3.00,3.00,0.00,2780.7840,2780.7840000,NULL,0,J
9.1056101.9,9.1056101,9.11487,9.1,PO-E-2021-0405,9.1.9.11487,Fully Billed,2021-11-24,2022-01-26,2022-02-04,2022-02-07,9,1860.00,0.00,1860.00,295933.0680,477.3114000,NULL,0,J
9.1056101.1,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2021-12-21,2021-12-22,1,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.1056101.7,9.1056101,9.11487,9.1,PO-E-2021-0405,9.1.9.11487,Fully Billed,2021-11-24,2022-01-26,2022-01-03,2022-01-03,7,1860.00,0.00,1860.00,295933.0680,477.3114000,NULL,0,J
9.1056101.5,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2021-12-28,2022-01-03,5,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.1056101.8,9.1056101,9.11487,9.1,PO-E-2021-0405,9.1.9.11487,Fully Billed,2021-11-24,2022-01-26,2022-02-04,2022-02-07,8,1860.00,0.00,1860.00,295933.0680,477.3114000,NULL,0,J
9.1056101.2,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2022-01-03,2022-01-03,2,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.1056101.4,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2021-12-28,2022-01-03,4,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.1056101.6,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2021-12-28,2022-01-03,6,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.1056101.10,9.1056101,9.11487,9.1,PO-E-2021-0405,9.1.9.11487,Fully Billed,2021-11-24,2022-01-26,2022-02-11,2022-02-15,10,1860.00,0.00,1860.00,295933.0680,477.3114000,NULL,0,J
9.1056101.3,9.1056101,9.11433,9.1,PO-E-2021-0405,9.1.9.11433,Fully Billed,2021-11-24,2022-01-26,2022-01-03,2022-01-03,3,2046.00,0.00,2046.00,276234.8746,405.0286000,NULL,0,J
9.926757.3,9.926757,9.7685,9.1,PO-E-2021-0354,9.1.9.7685,Fully Billed,2021-10-25,2022-01-28,2022-02-04,2022-01-31,3,2808.00,0.00,2808.00,329172.4800,351.6800000,NULL,0,J
9.926757.2,9.926757,9.7685,9.1,PO-E-2021-0354,9.1.9.7685,Fully Billed,2021-10-25,2022-01-28,2022-02-04,2022-01-31,2,2808.00,0.00,2808.00,329172.4800,351.6800000,NULL,0,J
9.926757.5,9.926757,9.7685,9.1,PO-E-2021-0354,9.1.9.7685,Fully Billed,2021-10-25,2022-01-28,2022-02-04,2022-01-31,5,2808.00,0.00,2808.00,329172.4800,351.6800000,NULL,0,J
9.1050583.14,9.1050583,9.12546,9.1,PO-E-2021-0401,9.1.9.12546,Fully Billed,2021-11-23,2022-01-28,2022-05-06,2022-04-13,14,1860.00,0.00,1860.00,288506.0260,465.3166000,NULL,0,J
9.926757.1,9.926757,9.7685,9.1,PO-E-2021-0354,9.1.9.7685,Fully Billed,2021-10-25,2022-01-28,2022-02-04,2022-01-31,1,2808.00,0.00,2808.00,329172.4800,351.6800000,NULL,0,J
9.1050583.10,9.1050583,9.12607,9.1,PO-E-2021-0401,9.1.9.12607,Fully Billed,2021-11-23,2022-01-28,2022-04-05,2022-04-05,10,1860.00,0.00,1860.00,291202.3440,469.6812000,NULL,0,J
9.908853.1,9.908853,9.7685,9.1,PO-E-2021-0346,9.1.9.7685,Fully Billed,2021-10-20,2022-01-28,2022-02-04,2022-02-02,1,2808.00,0.00,2808.00,329172.4800,351.6800000,NULL,0,J
9.1084925.2,9.1084925,9.12150,9.1,PO-E-2021-0413,9.1.9.12150,Fully Billed,2021-11-30,2022-01-28,2022-02-02,2022-02-02,2,2418.00,0.00,2418.00,321669.7640,399.0940000,NULL,0,J
9.1236445.1,9.1236445,9.6969,9.1,PO-E-2022-0451,9.1.9.6969,Fully Billed,2022-01-18,2022-01-28,2022-01-31,2022-01-31,1,1440.00,0.00,1440.00,38885.7600,81.0120000,NULL,1,J
9.1084925.19,9.1084925,9.12564,9.1,PO-E-2021-0413,9.1.9.12564,Fully Billed,2021-11-30,2022-01-28,2022-02-10,2022-02-10,19,2046.00,0.00,2046.00,316778.4290,464.5002000,NULL,0,J
9.1050583.11,9.1050583,9.12607,9.1,PO-E-2021-0401,9.1.9.12607,Fully Billed,2021-11-23,2022-01-28,2022-04-05,2022-04-05,11,1860.00,0.00,1860.00,291202.3440,469.6812000,NULL,0,J
